filename,ic_peak_height,ic_peak_voltage
00233.csv,293.93515668822084,3.7079259185413913
00235.csv,5.653260368219896,3.7818524987425883
00237.csv,1321.9271560480129,3.7195659917020034
00239.csv,353.011675411579,3.710323903504145
00241.csv,947.7335960961449,3.7107804429836686
00245.csv,187.1489297683904,3.7088149409044595
00247.csv,151.8897544301431,3.7056701555022675
00249.csv,128.49835027000148,3.7128391743257385
00251.csv,428.7260659518585,3.7153663054515644
00253.csv,948.0221661803693,3.7114959079791054
00257.csv,376.13848012233325,3.715070230141942
00259.csv,189.04924729457642,3.7135709575314495
00261.csv,251.06693946035728,3.7112815735458335
00263.csv,450.0967520642197,3.7127039864945166
00265.csv,836.033375498261,3.710651494737763
00269.csv,2255.0258017716606,3.697920225745106
00273.csv,170.99454222470368,3.711905868990668
00275.csv,136.0893845551448,3.7070687821422386
00277.csv,1381.8448751784808,3.7113795331775106
00279.csv,408.14337135899746,3.7151704912399754
00281.csv,242.35377764535983,3.710721924239876
00285.csv,832.851674257231,3.7161354367777184
00287.csv,144.06728998749864,3.711997089464167
00289.csv,114.45826073120608,3.708574385710535
00291.csv,551.7592241669057,3.715922483736019
00293.csv,105.6663014949267,3.7132999893928718
00297.csv,332.39022830307016,3.710419955346975
00299.csv,3734.722315753035,3.7156174685471584
00301.csv,217.2364066194676,3.7128045880600524
00303.csv,232.74666019980936,3.7143914098165567
00305.csv,2324.1322491390506,3.7153043011612015
00309.csv,293.6098472218721,3.7111798640621148
00311.csv,230.22898562974834,3.7111015258421283
00313.csv,134.50012886207494,3.752939027498841
00315.csv,139.88603946201857,3.71366749505079
00317.csv,138.16702240643775,3.7424301341890023
00321.csv,101.80590406877683,3.711997205218762
00325.csv,2793.1080615494197,3.713856689251356
00327.csv,644.0554163974338,3.7106818630136704
00329.csv,186.85781599906304,3.7137280211346417
00331.csv,252.00578009383747,3.7129968446918844
00333.csv,326.08091349891737,3.712341556364853
00337.csv,108.51400104523337,3.7094465155294216
00341.csv,186.97904281158142,3.7141219707967537
00343.csv,1033.1553490776273,3.7179621994260197
00345.csv,439.9890863647342,3.7120311141733326
00347.csv,923.2430751408285,3.715025751774479
00349.csv,-0.07681895295469622,4.0957252588443644
00353.csv,341.4199613305962,3.7156403429612253
00357.csv,253.77472370146896,3.718502557983663
00359.csv,131.19700402299,3.716079051774824
00361.csv,820.390477808988,3.716627896275586
00363.csv,220.5872383484851,3.7176801174396052
00365.csv,207.20181338972938,3.715392164152671
00369.csv,85.84535679906027,3.4633566222375856
00373.csv,26.906096431365693,3.373608516962629
00375.csv,17.161081981998187,3.3488815144855204
00377.csv,28.27622539633387,3.4093334588429416
00379.csv,47.14906333243708,3.4352940719204788
00381.csv,47.27506047222658,3.4377431604256836
00385.csv,44.33276879656086,3.408829545557669
00389.csv,49.39495515125774,3.456113731859808
00391.csv,55.72273007660519,3.4328432790229924
00393.csv,48.3676225651036,3.460631080535883
00395.csv,45.173491779166184,3.444785351404369
00397.csv,59.43777878530093,3.4831828982092663
00401.csv,45.957326051153665,3.4100033026232506
00405.csv,51.543621141428176,3.432863587655615
00407.csv,39.189407627397465,3.442280540248543
00409.csv,38.30025310503538,3.428417226238042
00411.csv,58.60308029035259,3.4914295154009745
00413.csv,48.63174435598693,3.5124898646315073
00417.csv,42.88834666610786,3.4672332824175323
00419.csv,1.0762415393791924,3.8387989073382176
00421.csv,59.16282617524277,3.521357153860346
00423.csv,55.53297319038759,3.538333232795364
00425.csv,56.557143132098005,3.5353504587116054
00429.csv,53.500493279818194,3.5430456147632885
00431.csv,45.57558282531239,3.489113632521822
00433.csv,45.123589741066084,3.4728196100539632
00435.csv,46.74702878594314,3.4718689829401086
00437.csv,51.61070596690058,3.5124979093219046
00441.csv,40.259378695258306,3.475324726357092
00443.csv,44.8701834281415,3.518558764307277
00445.csv,41.58184918576033,3.5154913740700824
00447.csv,42.309288692422086,3.5566727403712384
00449.csv,42.783084815692455,3.514887576336034
00453.csv,26.13488084732254,3.471961538415636
00457.csv,44.60658077095821,3.450734038288801
00459.csv,38.224047092411325,3.4584707432510617
00461.csv,26.454045229224015,3.388785475800103
00463.csv,39.81374610588256,3.4743754051471294
00465.csv,31.936712282126035,3.4159748894465456
00469.csv,38.016932309653434,3.481698065970284
00471.csv,26.519743781128568,3.3747649686905437
00473.csv,35.87868268892002,3.4872979356428893
00475.csv,36.142669102356955,3.4864680463998754
00477.csv,35.146282876492435,3.474526262951642
00481.csv,28.902848222329894,3.4217265795367906
00483.csv,36.101578270472444,3.475829798570099
00485.csv,23.822660839245135,3.3899713553835538
00487.csv,24.374838816534474,3.4325355230369325
00489.csv,22.761322203665813,3.4253572869876097
00493.csv,23.984435301726442,3.384128063702825
00495.csv,29.652816686874655,3.4582219861595966
00497.csv,26.84630400428129,3.387625207062209
00499.csv,30.932660020430898,3.4851063735844092
00501.csv,1.4771750176705594,3.799819113398578
00505.csv,27.681466669403527,3.477752621871138
00509.csv,23.99482628310317,3.3643077081268817
00511.csv,18.748803615533337,3.356015818026893
00513.csv,17.597585477123324,3.358693076825676
00515.csv,10.207667664433322,3.3175227758462524
00517.csv,11.907810119075963,3.363683826670206
00521.csv,13.377802119598089,3.304254739354116
00525.csv,14.53528257145389,3.3110344817852244
00527.csv,8.425602830303689,3.3179563054114865
00529.csv,8.027623310332064,3.280622252367362
00531.csv,4.994996869545042,3.272990508287819
00533.csv,1.512133536270885,3.8046023059586775
00537.csv,23.827864059420865,3.4295245836313644
00541.csv,12.514192619308895,3.3133286133219384
00543.csv,3.2189206477964927,3.294520197895858
00545.csv,2.4381095757091504,3.8177236871928537
00547.csv,1.4925691418080727,3.8242521624767876
00549.csv,2.0553337937211555,3.193539095392798
00553.csv,0.9355927940894068,3.9277989982261947
00557.csv,0.9962094397888885,3.8820712643459236
00559.csv,1.6071892550073026,3.900216656603164
00561.csv,1.2164031691249868,3.8908809327074674
00563.csv,1.2272091150402504,3.890461802892588
00565.csv,1.2018827597900765,3.8902527281543606
00569.csv,1.0184357827836916,3.8286345787656213
00573.csv,1.0994612607316725,3.8719862126339684
00575.csv,1.3665933227285494,3.8841919295526597
00577.csv,1.3752604574139116,3.8878362860895437
00579.csv,1.4539780038646195,3.8798616933447025
00581.csv,1.4372177320341448,3.8827024917649484
00585.csv,1.3972450772219096,3.8032250752833896
00589.csv,1.2286073501787858,3.8620129818185296
00591.csv,1.4754313895011462,3.8787942010742054
00593.csv,1.5745445632254942,3.875631749731286
00595.csv,1.9025326335373816,3.875174837397708
00597.csv,1.5155703796188358,3.8705511186460795
00601.csv,1.2350596275290395,3.852603778857614
00603.csv,1.5227838758095857,3.8650380770601664
00605.csv,1.3533863569031972,3.8663401777213133
00607.csv,1.595921780961331,3.866138638118241
00609.csv,1.5801903452417245,3.860695160855188
00613.csv,1.309215486727335,3.8388529348214364
00615.csv,1.7198086204925354,3.854890296701023
00617.csv,1.7661847166582882,3.8595723539962274
00619.csv,4.4672985934219955,3.8531860114139205
00621.csv,2.1098167338406046,3.844260784959542
00625.csv,1.7610992314257814,3.8327828733563507
00627.csv,1.9018121845753293,3.841274142271904
00629.csv,1.9877781363681015,3.8430942441299836
00631.csv,2.04294136268062,3.8451004954772463
00633.csv,2.1434201948793947,3.835179333442686
00637.csv,1.6127074167945645,3.7546128515280968
00641.csv,1.5920392575855975,3.8377524727757466
00643.csv,1.8608221303244172,3.853307304187797
00645.csv,1.854555734508037,3.843808438441453
00647.csv,3.912966969019855,3.8467612574068943
00649.csv,2.053231791922624,3.8423565434197355
00653.csv,3.2528149833262323,3.8151127895318533
00655.csv,2.156396034010322,3.83414402365423
00657.csv,2.1756407616064295,3.8244505627949565
00659.csv,3.5440827985328305,3.822519921401529
00661.csv,2.4165051054639286,3.820969781761539
00665.csv,2.258645855212923,3.8084898104083553
00667.csv,3.9596064721533404,3.812189344871138
00669.csv,2.587742552433493,3.8204148804084026
00671.csv,2.6559998277663994,3.814215497549381
00673.csv,3.0465215330399533,3.8084963624737718
00677.csv,1.9607242570118744,3.790777564027789
00679.csv,5.0378422584906195,3.8166001798778875
00681.csv,4.571013333062097,3.8138531831205866
00683.csv,3.5151710249693724,3.7979673081314758
00685.csv,3.181056562282752,3.802608967335673
00689.csv,1.6536561150726234,3.744371520999784
00693.csv,1.6482782509063512,3.804893112846697
00695.csv,2.3113275095920782,3.827295238611482
00697.csv,2.4399018493366036,3.825636684822741
00699.csv,2.580352006532799,3.822770306344651
00701.csv,2.7332659259250036,3.8168102555592074
00705.csv,3.676425709391569,3.7445912271718806
00709.csv,1.9126637191411968,3.800475081734726
00711.csv,2.7516946660703345,3.8192687108261
00713.csv,2.9355344663723693,3.813050787474748
00715.csv,2.950358531102151,3.8153054389107623
00717.csv,3.5442322889539226,3.806050784167653
00721.csv,1.3817668538963892,3.78027532373748
00725.csv,2.3478440408594694,3.812737304491229
00727.csv,3.8494669292819066,3.8226661567771294
00729.csv,7.119841058450453,3.820893073286056
00731.csv,2.7554422864821095,3.8233751512057452
00733.csv,2.815581135791835,3.813585870553271
00739.csv,2.1152515055370125,3.17171939793542
00741.csv,1.2180482760882598,3.837775870000608
00743.csv,1.3939295829475782,3.194166327360718
00745.csv,1.2866706492209532,3.843164974810929
00747.csv,1.290968945180147,3.850425240976184
00751.csv,1.2551459910461809,3.8553018604717506
00753.csv,1.2760108435397841,3.857559100004298
00755.csv,1.2985879695722726,3.8558061036214744
00757.csv,1.3240175678160269,3.851007314922655
00759.csv,1.3388706100280714,3.8490894543571468
00763.csv,1.3351553210853797,3.8475898193225926
00765.csv,1.3730101954767355,3.8507091290257645
00767.csv,1.3929483881073004,3.8477636405466757
00769.csv,1.4104764987289287,3.8499845978538723
00771.csv,1.9792184670159034,3.3571728949452946
00775.csv,2.7211208737840855,3.3653387835621142
00777.csv,4.222661417346458,3.379576807233879
00779.csv,5.5967075651062,3.391187656560155
00781.csv,8.35542789675202,3.407792770826553
00783.csv,6.8004707036184895,3.399618929335177
00787.csv,6.052847407414457,3.3937996911954755
00791.csv,4.34453914432388,3.3862703624200496
00793.csv,7.30350803678753,3.4093923441348295
00795.csv,11.815981793906698,3.396170623790195
00797.csv,8.66882015044124,3.3805466254306364
00799.csv,9.556714139704859,3.3814700721937347
00803.csv,20.063764348701547,3.4270869946267073
00805.csv,21.780642580541247,3.429089338911832
00807.csv,23.002822644657325,3.437542556873815
00809.csv,11.918995322080134,3.4363959684341197
00811.csv,24.571372982081005,3.4394393034075996
00815.csv,28.831556412000428,3.4624000463818922
00817.csv,28.221969424257384,3.4643696327607776
00819.csv,27.682923858373297,3.4683009003726415
00821.csv,28.205147200259347,3.4664987675192793
00823.csv,29.479669916591096,3.4720581924058207
00827.csv,29.108545368297413,3.4753115940034087
00829.csv,27.391424326652224,3.4529048535289886
00831.csv,27.82997771782233,3.4660437511130695
00833.csv,28.464552677327593,3.472767271431163
00835.csv,27.535915755975168,3.4707154909447286
00839.csv,0.08674568580282728,4.090604241159606
00843.csv,0.09154792976183876,4.089896291014989
00845.csv,0.09505251660609196,4.091112951421377
00847.csv,0.09660852822869771,4.093122533771611
00849.csv,0.11656709981988311,4.068940717633291
00852.csv,0.12555873657809682,4.071504453679977
00854.csv,0.12581663109439187,4.0731347995706955
00856.csv,0.12820297965569033,4.07437290334748
00858.csv,0.12835576690886197,4.075467555543905
00860.csv,0.11128713757893847,4.0903523200051595
00864.csv,0.13230325162638937,4.074746140522761
00866.csv,0.1353211965403441,4.074570038337653
00868.csv,0.10996830078483766,4.090788971629911
00870.csv,0.11570516782390347,4.092754546364365
00872.csv,0.13666933420648628,4.076233486973587
00876.csv,0.11603187970704074,4.09212474049494
00878.csv,0.13851925697635611,4.07748437660442
00880.csv,0.11524507987142339,4.092133316748459
00882.csv,0.140824131361638,4.079117831778994
00884.csv,0.11671141464866408,4.09307076001647
00888.csv,0.14253088939166914,4.07902809406492
00890.csv,0.11812873484785559,4.095520968569801
00892.csv,0.12020325138185156,4.093855672357396
00894.csv,0.12095132113433557,4.093637475549012
00896.csv,0.12074571437652826,4.094645630969897
00900.csv,0.12170884991215339,4.08962934212235
00904.csv,0.11992182339021158,4.094904011868897
00906.csv,0.14901065300663388,4.080124627187729
00908.csv,0.12352646168037668,4.092886297540529
00910.csv,0.12547445781413197,4.097161620447958
00912.csv,0.12606057989374342,4.0934288950854185
00916.csv,0.13047333200235509,4.094173202482226
00918.csv,0.12699869702999422,4.093875894510834
00920.csv,0.12935136981879639,4.094203431773695
00922.csv,0.13035196294907225,4.099006675927109
00924.csv,0.13014832162678658,4.095022130996114
00928.csv,0.13274550655897616,4.09573209302734
00930.csv,0.13060002055960018,4.096487732262531
00932.csv,0.13131345106524403,4.096652236313304
00934.csv,0.13122042291252742,4.098626870137657
00936.csv,0.16187161225022148,3.6946514641572237
00940.csv,0.17598089655865284,3.7113905594796552
00942.csv,0.1650179688946255,3.6962157714218327
00944.csv,0.17340506203149442,3.7091735963923327
00946.csv,0.12715730832560374,3.708259844269809
00948.csv,0.17098131566623798,3.703544968315721
00952.csv,0.6891539096489329,3.844945632037911
00956.csv,0.9001688814902771,3.8999062145604313
00958.csv,1.0645451832516775,3.9197956339205713
00960.csv,1.1195365257823642,3.9203727568894804
00962.csv,1.1529372897262349,3.906208410935946
00964.csv,1.177604220628865,3.9160505248258164
00968.csv,2.025448954679932,3.2151430876897025
00970.csv,2.7533236807246055,3.2327967758445686
00972.csv,5.213348532959504,3.2088020704432
00974.csv,4.077625513833236,3.2890855743524927
00976.csv,7.498382940586355,3.3273705890617027
00980.csv,7.887437111936354,3.324050697043237
00982.csv,14.733188346992296,3.345891137049109
00984.csv,19.4350504216441,3.356115438854489
00986.csv,14.735292380025063,3.41267974051715
00988.csv,27.564960132873967,3.3769444530489943
00992.csv,37.60187591065276,3.4218520678458724
00994.csv,27.393152304530677,3.4258687111412067
00996.csv,40.251009456750126,3.4139460125309
00998.csv,49.26311046694864,3.451336179994469
01000.csv,30.543281491067386,3.4077034465886933
01004.csv,39.790067350683366,3.4693850918276774
01006.csv,47.290923443568275,3.485345877825548
01008.csv,51.58297019859668,3.485630958595766
01010.csv,53.69750780713576,3.4922203961072955
01013.csv,9.325282526143688,3.2744462569964345
01015.csv,1.037794075912231,3.6807638648293315
01017.csv,1.040543580695656,3.683966364651893
01019.csv,1.0535020230303542,3.6846172519218907
01021.csv,1.0658379677319927,3.684404767738658
01025.csv,1.033950115257699,3.670019275252057
01027.csv,1.0656564562519986,3.680850604957688
01029.csv,1.0835708931325014,3.67925330382763
01031.csv,1.086693974248551,3.678465682960801
01033.csv,1.1064341879102477,3.6774157540975816
01037.csv,1.077369755574904,3.6699733516365507
01039.csv,9.112141366069707,3.289158758744483
01041.csv,8.622092711888664,3.2853128988859175
01043.csv,9.71608382161128,3.2963203160990915
01045.csv,8.72734899594175,3.286599545523556
01049.csv,1.086760964423605,3.6578247804383355
01051.csv,7.25904852874819,3.270191184077024
01053.csv,7.07285199462748,3.2727007306193467
01055.csv,5.941178541213905,3.2630689670952244
01057.csv,9.94397947323776,3.3141162275057336
01061.csv,9.948167545200787,3.296713064730328
01063.csv,9.921169650152594,3.3765323653508217
01065.csv,9.599343284314028,3.3976205437747002
01067.csv,9.857464414704113,3.3817528611163135
01069.csv,12.89679989102043,3.4083214944464943
01073.csv,9.544877010049241,3.389296924976801
01075.csv,11.063997770072865,3.4266929153610777
01077.csv,12.24038977857794,3.4087656258369914
01079.csv,13.042869912397313,3.3963020698130792
01081.csv,8.87359490344947,3.3804316255720943
01085.csv,8.859045299268695,3.40439674951185
01087.csv,11.179687858756246,3.4184617044371794
01089.csv,12.268616300987775,3.4015287146316586
01091.csv,17.40735523402203,3.419134764063351
01093.csv,12.464377737627471,3.3966175513753054
01097.csv,13.318769540653944,3.3848522419423377
01099.csv,12.146415048375705,3.4007496677848565
01101.csv,12.555386294304025,3.3831749693504296
01103.csv,15.527912660237316,3.4372139936231063
01105.csv,12.21993404941981,3.3878054684246086
01109.csv,3.04038742065497,3.797582040476235
01113.csv,34.4967433605349,3.80360495131655
01115.csv,84.1673289383831,3.801794494015258
01117.csv,4683.773989012262,3.800938240342938
01119.csv,2.603978702100152,3.7703604130249717
01121.csv,2.5645412620417667,3.7713655724371193
01125.csv,2.3780771541361085,3.7719991865819726
01129.csv,2.502348300455334,3.7721962940220872
01131.csv,2.49234388899573,3.77232820174253
01133.csv,2.561425150190341,3.7714148569984167
01135.csv,2.4475075984568537,3.7730384952826794
01137.csv,2.359105553115677,3.7750962844897726
01141.csv,10.141534898565652,3.9958387433639153
01145.csv,8.271578771099232,4.031308949889591
01147.csv,10.334027790238633,4.033100437567782
01149.csv,10.248008673306508,4.032108665668207
01151.csv,10.765260318662204,4.032634958681831
01153.csv,12.256915749320559,4.032021339841584
01157.csv,7.440932833434103,4.0230688811240665
01161.csv,9.663187960746916,4.0291308421098275
01163.csv,12.865003774440682,4.031619920577727
01165.csv,14.422778596334854,4.030803332324439
01167.csv,13.812325762686793,4.030243853134195
01169.csv,15.149872266474445,4.030563368893926
01173.csv,13.347709245915897,4.027547087825871
01175.csv,19.610495163092413,4.0298783929011215
01177.csv,20.998720912695862,4.029267732433977
01179.csv,26.5098410539141,4.029213179634792
01181.csv,24.622703416067598,4.028622072130279
01185.csv,17.487239084845807,4.026106974777061
01187.csv,24.982802313038068,4.0272782314471165
01189.csv,32.68221560557231,4.027831484598925
01191.csv,52.92705123304919,4.027447613392364
01193.csv,48.05195806162135,4.026983614527412
01197.csv,31.99353332712705,4.024274850315493
01199.csv,89.71367595262448,4.0263147155860475
01201.csv,94.87163400935057,4.025721909251002
01203.csv,105.46271458068485,4.0254498719261225
01205.csv,863.6771237973276,4.025150491279552
01209.csv,0.6931306733077618,3.835771315031126
01213.csv,1.285661462453603,3.3210380442545433
01215.csv,1.7654180262490193,3.327354543232307
01217.csv,2.4530355648736415,3.3331096683861015
01219.csv,4.53724627932987,3.3482685718282936
01221.csv,5.604224573116561,3.354498633803548
01225.csv,19.128599939204694,3.641068790770807
01229.csv,15.944706983203995,3.6386607745902992
01231.csv,4.336145981569033,3.7596411123391817
01235.csv,42.504515040478175,3.062678408899534
01237.csv,55.432877650600425,3.0456863912797485
01239.csv,31.743476995763604,3.050618747413667
01241.csv,275.5681427359113,3.056167243718031
01243.csv,19.842665303495327,3.779532809620961
01247.csv,22.724551525823813,3.769257050364435
01251.csv,25.632129283817253,3.7720890275628176
01253.csv,25.813487329980116,3.7748912365222917
01255.csv,28.377234531727037,3.7785203501050306
01257.csv,26.367557776784142,3.777751413031734
01259.csv,24.98953414320765,3.78419400890368
01263.csv,3.19871421989806,3.9760340706778745
01267.csv,3.120226884399043,4.001299475060627
01269.csv,3.3844394143499206,4.002262588389808
01271.csv,3.340465437579317,4.001777963084372
01273.csv,3.5214804771180015,4.001905507208053
01275.csv,3.570034756898876,4.001462141481175
01279.csv,3.117964097866448,3.993037372653393
01283.csv,3.508837996549893,3.9991887308450558
01285.csv,3.834294682763821,4.000784420821075
01287.csv,3.8664594030960746,4.000436332820408
01289.csv,3.9208102993833496,4.000414874392517
01291.csv,4.009982629368645,3.9997832505241506
01295.csv,3.976250813375394,3.99818623255461
01297.csv,4.223025426236044,3.9993195150681795
01299.csv,4.319653492050158,3.999057844991162
01301.csv,4.538201426610348,3.998970946511494
01303.csv,4.5258998233290475,3.9986970006030846
01307.csv,4.257548540662375,3.99650732602683
01309.csv,4.598742598207508,3.9990382233181334
01311.csv,4.756381647824335,3.9979566943846656
01313.csv,4.8262304116477726,3.9979809121156635
01315.csv,4.971688837204685,3.9976364277715684
01319.csv,4.538461057840503,3.9955453185250587
01321.csv,5.23904897184029,3.9973552210789554
01323.csv,5.040226485808516,3.996725516364199
01325.csv,5.444709643486753,3.9965605044150267
01327.csv,5.426525740751371,3.996090840952766
01331.csv,7.036982157692315,3.7972393828519104
01335.csv,7.304294346706823,3.801712587414767
01337.csv,8.085201974630813,3.8026042048406765
01339.csv,10.054476051739364,3.3177264582434276
01341.csv,8.548720869149946,3.801298888757658
01343.csv,12.484173837042961,3.333658399376971
01347.csv,3.245771887503248,3.9403387393451847
01351.csv,5.581261616136067,3.8917992272103517
01354.csv,1.4942837637115418,3.6508019817205355
01356.csv,1.546045165861995,3.7439548581295297
01358.csv,1.5504180314425409,3.744343234469228
01360.csv,1.5513793289142244,3.7453542900579015
01362.csv,1.5581505274878065,3.745837340364156
01366.csv,1.4880261987433838,3.7339956496402302
01368.csv,1.5718009714531578,3.7456326239104416
01370.csv,1.5890262544788343,3.744829746487424
01372.csv,1.597226733997599,3.74410590948891
01374.csv,1.6185816444815153,3.7437274082451997
01378.csv,1.5578862659200792,3.736044601794327
01380.csv,1.6279893517776367,3.7417252373072625
01382.csv,1.6545812568566902,3.740125159162303
01384.csv,1.6724373945904765,3.7387635945874695
01386.csv,1.6888525020132399,3.7376211581469194
01390.csv,1.5404792640532012,3.7223834233258257
01392.csv,1.6792310072994419,3.7370518545909355
01394.csv,1.687011822756735,3.7361699285294216
01396.csv,1.7191805323635956,3.735032575034415
01398.csv,1.7263777269778746,3.7340344899531455
01402.csv,1.6618485106351053,3.727730015451045
01404.csv,1.7601261248402496,3.7318553323442085
01406.csv,1.7519971282538178,3.7309117269
01408.csv,1.773633617312397,3.7289632913176045
01410.csv,1.7688562228916187,3.728129779075471
01414.csv,1.6841330857855719,3.721818708468387
01416.csv,1.770111961269606,3.7275929521467703
01418.csv,1.8020500866542146,3.7259276714026766
01420.csv,1.8268902472265216,3.723371418810316
01422.csv,1.8269573391487592,3.7224857999290806
01426.csv,1.7816832426494804,3.7182919203898823
01428.csv,5.101544783991966,3.338173627949445
01430.csv,4.371992245771268,3.3316197950679998
01432.csv,5.225244061207778,3.338265960064544
01434.csv,5.323504656959751,3.341528241262741
01438.csv,5.008756680798174,3.3348182130598376
01440.csv,12.698466449219316,3.350247802488581
01442.csv,5.442845551874995,3.3414525171192806
01444.csv,5.240852818984755,3.3411798058512137
01446.csv,5.093482079442234,3.3407061903451
01453.csv,99.57650701782033,3.664127600242489
01455.csv,96.99299034337876,3.6638623308637204
01457.csv,92.86068258353407,3.668640564508343
01459.csv,92.06989536497514,3.6599687390476587
01461.csv,92.38396306169743,3.663690231848744
01465.csv,109.48204179468624,3.668630720383098
01469.csv,102.98759766772423,3.6698887685269916
01472.csv,102.25281034939574,3.6662018945888724
01474.csv,98.72695715889395,3.6696622163859556
01476.csv,98.8916624779767,3.6769004648677273
01480.csv,101.30741792879525,3.6642005190363145
01484.csv,98.27905418257163,3.6703213797996455
01486.csv,95.29497667052225,3.6632472347532223
01488.csv,93.00125713522543,3.6654125092107677
01490.csv,93.52903848461722,3.667816816529528
01492.csv,93.38806866148022,3.676685428632495
01496.csv,96.33565580860527,3.66817826577765
01500.csv,91.24875851448576,3.6721299796390974
01502.csv,92.16271628644643,3.657521444067198
01504.csv,88.90312865829166,3.664567963106423
01506.csv,91.91512813692971,3.668940242118909
01508.csv,90.60502276219412,3.6695728565142165
01515.csv,99.45213232444058,3.665580558177498
01517.csv,92.44158834382718,3.6717106457477033
01519.csv,87.51274587426501,3.6805035626921496
01521.csv,90.20943222599549,3.6666980468618178
01523.csv,86.51888031097648,3.664895259531521
01527.csv,85.07238361976434,3.6694193749640753
01532.csv,0.9862645367468984,3.023456842294432
01534.csv,0.961912921167771,3.8320652960055686
01536.csv,0.986057293466577,3.8340099447843894
01538.csv,0.9972321398907746,3.835570254859543
01540.csv,1.0097500183956143,3.8410021864514547
01544.csv,0.9954585339395248,3.842333241648082
01546.csv,1.0101611900677214,3.8450914338202615
01548.csv,1.0279019480921898,3.8425435999943653
01550.csv,1.0428829565154845,3.8395936611656794
